impactIndicatorId,impactMethodName,impactCategoryName,impactName,unitName,amount
b36d4f47-263f-44e3-a259-5065468fe9cb,"ReCiPe 2016 v1.03, endpoint (E) no LT",total: human health no LT,human health no LT,DALYs,1.4971540942815355E-06
b456af29-d9ad-4f92-acb5-9ff6f649da9f,"ReCiPe 2016 v1.03, endpoint (E) no LT",total: natural resources no LT,natural resources no LT,USD 2013,0.004658475560160867
e467b17b-9c80-4b14-9089-8089c9d71b5a,"ReCiPe 2016 v1.03, endpoint (H)",ecosystem quality,acidification: terrestrial,species.yr,1.611950326033032E-10
9bbb7a5b-c424-4f16-816e-edd457b1fcba,"ReCiPe 2016 v1.03, endpoint (H)",ecosystem quality,climate change: freshwater ecosystems,species.yr,2.0135617939883488E-14
b2c37919-7757-4c22-92c3-bf897da333f5,"ReCiPe 2016 v1.03, endpoint (H)",ecosystem quality,climate change: terrestrial ecosystems,species.yr,7.371971844000604E-10
eb6abeba-ec02-4977-8910-f0f76aa13c0b,"ReCiPe 2016 v1.03, endpoint (H)",ecosystem quality,ecotoxicity: freshwater,species.yr,3.771810223268888E-12
9bd1ce7d-7794-4720-b369-d0482ba6ef1f,"ReCiPe 2016 v1.03, endpoint (H)",ecosystem quality,ecotoxicity: marine,species.yr,1.0022954459521847E-12
76b2143b-f5b7-48fb-b02c-2960704b8b2f,"ReCiPe 2016 v1.03, endpoint (H)",ecosystem quality,ecotoxicity: terrestrial,species.yr,2.905717000585328E-11
16896d97-4d00-4ca1-8d46-a7f1cd416f56,"ReCiPe 2016 v1.03, endpoint (H)",ecosystem quality,eutrophication: freshwater,species.yr,8.07949732311033E-12
4558f0dc-cf96-42bc-8e63-466ecde79cdf,"ReCiPe 2016 v1.03, endpoint (H)",ecosystem quality,eutrophication: marine,species.yr,2.0584611841261067E-15
c6bda385-7eb1-4901-a602-f504f632ff05,"ReCiPe 2016 v1.03, endpoint (H)",ecosystem quality,land use,species.yr,1.516481126240169E-10
1b79ac70-c9d1-485a-8591-2f5fe847d1ca,"ReCiPe 2016 v1.03, endpoint (H)",ecosystem quality,photochemical oxidant formation: terrestrial ecosystems,species.yr,2.8760198264831183E-11
2d592a17-5cac-4a9f-9936-d9c53f5b6df3,"ReCiPe 2016 v1.03, endpoint (H)",ecosystem quality,water use: aquatic ecosystems,species.yr,1.501803529874509E-16
fa1c795e-2da3-49a1-94cc-cb11343af5a7,"ReCiPe 2016 v1.03, endpoint (H)",ecosystem quality,water use: terrestrial ecosystems,species.yr,3.3566800750506412E-12
8fca6186-fb54-4710-aa85-e75f82bd524e,"ReCiPe 2016 v1.03, endpoint (H)",human health,climate change: human health,DALYs,2.4464144023557287E-07
0017017c-c565-44bf-a69d-f6703bd7e1f2,"ReCiPe 2016 v1.03, endpoint (H)",human health,human toxicity: carcinogenic,DALYs,1.4315890397352706E-07
3ecfe0b5-dc88-45e2-8e82-8c725fd9c666,"ReCiPe 2016 v1.03, endpoint (H)",human health,human toxicity: non-carcinogenic,DALYs,2.0115272318365078E-08
20283488-28d7-4898-aeb1-3377c6db998a,"ReCiPe 2016 v1.03, endpoint (H)",human health,ionising radiation,DALYs,1.1746203728483917E-11
3ec8c510-9e98-4eef-9952-d2a457d98148,"ReCiPe 2016 v1.03, endpoint (H)",human health,ozone depletion,DALYs,5.125783274616683E-10
05432b6b-5c95-400e-823f-488ae7729397,"ReCiPe 2016 v1.03, endpoint (H)",human health,particulate matter formation,DALYs,1.0242677496317275E-07
2d03d189-3094-4a02-a636-0e245393a6f6,"ReCiPe 2016 v1.03, endpoint (H)",human health,photochemical oxidant formation: human health,DALYs,1.9528415136631895E-10
adce4964-b76c-41c5-937b-9b10646fd5bc,"ReCiPe 2016 v1.03, endpoint (H)",human health,water use: human health,DALYs,5.519873901194387E-10
c2fdde6e-5570-49f1-9551-f33fd3d3702d,"ReCiPe 2016 v1.03, endpoint (H)",natural resources,"energy resources: non-renewable, fossil",USD 2013,0.0038439804661755794
3e1cd565-c27d-4163-85b3-47724bf6dd67,"ReCiPe 2016 v1.03, endpoint (H)",natural resources,material resources: metals/minerals,USD 2013,0.0007792898618147647
b8928f6b-9b00-4820-8a64-a66cdf2eb570,"ReCiPe 2016 v1.03, endpoint (H)",total: ecosystem quality,ecosystem quality,species.yr,1.1240903252249242E-09
bde8de10-cab9-416f-ae59-7df6c9a9a48d,"ReCiPe 2016 v1.03, endpoint (H)",total: human health,human health,DALYs,5.116139875633131E-07
c3cbc303-229c-4a4c-b609-0482bf4034a4,"ReCiPe 2016 v1.03, endpoint (H)",total: natural resources,natural resources,USD 2013,0.004623270327990346
f0c2fe77-e598-4975-95d5-79ac469c64dd,"ReCiPe 2016 v1.03, endpoint (H) no LT",ecosystem quality no LT,acidification: terrestrial no LT,species.yr,1.6119482655915214E-10
26f0828e-8aca-4f4f-a745-f872deb2e844,"ReCiPe 2016 v1.03, endpoint (H) no LT",ecosystem quality no LT,climate change: freshwater ecosystems no LT,species.yr,2.0135617893347198E-14
e28e0245-c767-4cdd-a925-7a63174f5eca,"ReCiPe 2016 v1.03, endpoint (H) no LT",ecosystem quality no LT,climate change: terrestrial ecosystems no LT,species.yr,7.371971826978119E-10
0322da33-1937-4fe9-80d1-40c83f2495b3,"ReCiPe 2016 v1.03, endpoint (H) no LT",ecosystem quality no LT,ecotoxicity: freshwater no LT,species.yr,1.1498082809263649E-13
45aa0830-ef79-4831-bc59-295862bf836f,"ReCiPe 2016 v1.03, endpoint (H) no LT",ecosystem quality no LT,ecotoxicity: marine no LT,species.yr,2.8609837557464373E-13
7c7c18dd-e758-499d-93a0-1a752da9e4b8,"ReCiPe 2016 v1.03, endpoint (H) no LT",ecosystem quality no LT,ecotoxicity: terrestrial no LT,species.yr,2.9050005987374926E-11
b922acd7-3745-4d63-8524-9730b2c493b5,"ReCiPe 2016 v1.03, endpoint (H) no LT",ecosystem quality no LT,eutrophication: freshwater no LT,species.yr,1.2119697977083658E-12
d05a230b-b78a-4793-8eb8-f1ef139465d2,"ReCiPe 2016 v1.03, endpoint (H) no LT",ecosystem quality no LT,eutrophication: marine no LT,species.yr,1.2464569511143052E-15
2ec63517-4e3e-4a6b-9267-e4e06720681f,"ReCiPe 2016 v1.03, endpoint (H) no LT",ecosystem quality no LT,land use no LT,species.yr,1.516481126240169E-10
915d5084-c0c8-42d2-b25b-5f282a3e8a18,"ReCiPe 2016 v1.03, endpoint (H) no LT",ecosystem quality no LT,photochemical oxidant formation: terrestrial ecosystems no LT,species.yr,2.875985623313469E-11
c6b4d8a6-b8ba-47ce-a46b-10758ea3789f,"ReCiPe 2016 v1.03, endpoint (H) no LT",ecosystem quality no LT,water use: aquatic ecosystems no LT,species.yr,1.501803529874509E-16
dd79b3a1-7657-4fbc-9c79-25c1655cd0a7,"ReCiPe 2016 v1.03, endpoint (H) no LT",ecosystem quality no LT,water use: terrestrial ecosystems no LT,species.yr,3.3566800750506412E-12
93af8a81-771b-4184-adb7-c094f02cfd07,"ReCiPe 2016 v1.03, endpoint (H) no LT",human health no LT,climate change: human health no LT,DALYs,2.4464143967019775E-07
86636c49-779d-4759-896d-4ce6d92bde8a,"ReCiPe 2016 v1.03, endpoint (H) no LT",human health no LT,human toxicity: carcinogenic no LT,DALYs,2.2916432057843172E-09
9a64fd26-0aa5-4d20-a599-4e8f92342ae6,"ReCiPe 2016 v1.03, endpoint (H) no LT",human health no LT,human toxicity: non-carcinogenic no LT,DALYs,4.7229304436511585E-09
ea24b76e-1371-4493-b6c9-c5f3896b422b,"ReCiPe 2016 v1.03, endpoint (H) no LT",human health no LT,ionising radiation no LT,DALYs,9.409625263207341E-13
dbd94e03-f548-4a7b-b3e0-a1c4296735ae,"ReCiPe 2016 v1.03, endpoint (H) no LT",human health no LT,ozone depletion no LT,DALYs,5.125783155418466E-10
844d59e0-efa5-4aaf-9a6a-460e51089ffe,"ReCiPe 2016 v1.03, endpoint (H) no LT",human health no LT,particulate matter formation no LT,DALYs,1.0239230663969227E-07
5f77be89-383e-4017-bcc8-fd212cdc48ce,"ReCiPe 2016 v1.03, endpoint (H) no LT",human health no LT,photochemical oxidant formation: human health no LT,DALYs,1.9528174102737173E-10
5beedb76-1b65-42ed-aea3-6a04163b917f,"ReCiPe 2016 v1.03, endpoint (H) no LT",human health no LT,water use: human health no LT,DALYs,5.519873901194387E-10
bc5d2dc8-a563-4c54-a74d-246435ce4ec8,"ReCiPe 2016 v1.03, endpoint (H) no LT",natural resources no LT,"energy resources: non-renewable, fossil no LT",USD 2013,0.0038439804661755794
14d664fe-8a11-4cd5-89a2-31acf3432058,"ReCiPe 2016 v1.03, endpoint (H) no LT",natural resources no LT,material resources: metals/minerals no LT,USD 2013,0.0007792898618147647
c6af65c0-2116-426c-b860-7fadd822b177,"ReCiPe 2016 v1.03, endpoint (H) no LT",total: ecosystem quality no LT,ecosystem quality no LT,species.yr,1.112841245433114E-09
dff72555-1954-469e-9425-20158f3c344a,"ReCiPe 2016 v1.03, endpoint (H) no LT",total: human health no LT,human health no LT,DALYs,3.5530910836854093E-07
e65c35fd-89e7-4652-87b7-924364e2b8c4,"ReCiPe 2016 v1.03, endpoint (H) no LT",total: natural resources no LT,natural resources no LT,USD 2013,0.004623270327990346
7d659cee-d851-43f0-8942-97929e2f5f64,"ReCiPe 2016 v1.03, endpoint (I)",ecosystem quality,acidification: terrestrial,species.yr,1.6119503454162144E-10
29e4ed0a-f6d9-4b91-be92-74a52378f692,"ReCiPe 2016 v1.03, endpoint (I)",ecosystem quality,climate change: freshwater ecosystems,species.yr,7.979643709432076E-15
e84b668a-5831-4b11-9d0a-70631851a717,"ReCiPe 2016 v1.03, endpoint (I)",ecosystem quality,climate change: terrestrial ecosystems,species.yr,2.9238700987980764E-10
f8f19474-b1b2-4363-9479-b1bc46fbb5fb,"ReCiPe 2016 v1.03, endpoint (I)",ecosystem quality,ecotoxicity: freshwater,species.yr,3.4682208645988606E-12
ac22b0cd-28bb-47fa-9940-18248bda32c0,"ReCiPe 2016 v1.03, endpoint (I)",ecosystem quality,ecotoxicity: marine,species.yr,3.2588740339007095E-13
d2aff09f-4cca-4943-ac06-bb3d60ac3ad8,"ReCiPe 2016 v1.03, endpoint (I)",ecosystem quality,ecotoxicity: terrestrial,species.yr,1.2169300186230236E-11
051a16cd-756b-4cc3-8a00-7fd1d31d4386,"ReCiPe 2016 v1.03, endpoint (I)",ecosystem quality,eutrophication: freshwater,species.yr,8.07949732311033E-12
b9e0a5b9-e060-416b-8ea9-e70c3f4a570c,"ReCiPe 2016 v1.03, endpoint (I)",ecosystem quality,eutrophication: marine,species.yr,2.0584611841261067E-15
dce106a0-3690-4f1f-971b-a0b4278fbc8a,"ReCiPe 2016 v1.03, endpoint (I)",ecosystem quality,land use,species.yr,1.516481126240169E-10
2b0eff6d-3a74-4912-9469-39fb574ecb92,"ReCiPe 2016 v1.03, endpoint (I)",ecosystem quality,photochemical oxidant formation: terrestrial ecosystems,species.yr,2.8812755311117048E-11
02efa6d2-6110-48e0-97b3-22e5ace5833d,"ReCiPe 2016 v1.03, endpoint (I)",ecosystem quality,water use: aquatic ecosystems,species.yr,1.501803529874509E-16
c673118f-8601-45ab-a3e3-aa22165ff390,"ReCiPe 2016 v1.03, endpoint (I)",human health,climate change: human health,DALYs,4.461548634200387E-08
bc5201f6-68e7-4429-9f68-2910f14e5f21,"ReCiPe 2016 v1.03, endpoint (I)",human health,human toxicity: carcinogenic,DALYs,1.3476897837333456E-10
2f05c56c-6e2e-4d0d-9a78-f6682947d523,"ReCiPe 2016 v1.03, endpoint (I)",human health,human toxicity: non-carcinogenic,DALYs,6.008468428881176E-10
6d77d79b-d2f8-4597-8d02-68806854f7e6,"ReCiPe 2016 v1.03, endpoint (I)",human health,ionising radiation,DALYs,9.202561067387146E-12
ad4cc8c3-2f7f-434b-adba-aec42d6305e9,"ReCiPe 2016 v1.03, endpoint (I)",human health,ozone depletion,DALYs,1.4725840188173518E-10
aeaa8d12-fcc9-4361-b1ca-182d477cc5dd,"ReCiPe 2016 v1.03, endpoint (I)",human health,particulate matter formation,DALYs,1.848738600581422E-08
af127a50-04ff-4678-8f82-cfdb4a826a8b,"ReCiPe 2016 v1.03, endpoint (I)",human health,photochemical oxidant formation: human health,DALYs,1.9551387351863758E-10
67c5717d-97ad-4e0d-af43-04188083f8c8,"ReCiPe 2016 v1.03, endpoint (I)",human health,water use: human health,DALYs,7.707932024190361E-10
b4ead980-3515-41cf-8ba7-5567f11d38ec,"ReCiPe 2016 v1.03, endpoint (I)",natural resources,"energy resources: non-renewable, fossil",USD 2013,0.0038439804661755794
55f35d79-52b7-480c-a206-7f0047e89dc6,"ReCiPe 2016 v1.03, endpoint (I)",natural resources,material resources: metals/minerals,USD 2013,0.0007583892845724169
eb08d4a9-6088-41a0-99e8-1efec66403b9,"ReCiPe 2016 v1.03, endpoint (I)",total: ecosystem quality,ecosystem quality,species.yr,6.580960064191389E-10
ecc79e6b-603a-4544-adca-2a8d54393f88,"ReCiPe 2016 v1.03, endpoint (I)",total: human health,human health,DALYs,6.496125620796624E-08
eed635b0-bc95-4c03-a050-39c11f38fc15,"ReCiPe 2016 v1.03, endpoint (I)",total: natural resources,natural resources,USD 2013,0.004602369750747995
5277b072-8d89-424c-9b35-020b8a7e1db9,"ReCiPe 2016 v1.03, endpoint (I) no LT",ecosystem quality no LT,acidification: terrestrial no LT,species.yr,1.6119482849747038E-10
24bf3b04-38a0-4e34-b7ce-dc2cecabf46a,"ReCiPe 2016 v1.03, endpoint (I) no LT",ecosystem quality no LT,climate change: freshwater ecosystems no LT,species.yr,7.979643701614796E-15
e9489853-d887-4dbc-bdd8-15b309e5ecb1,"ReCiPe 2016 v1.03, endpoint (I) no LT",ecosystem quality no LT,climate change: terrestrial ecosystems no LT,species.yr,2.9238700959405846E-10
72a29a0d-977d-40f4-ae4c-d9dc13177cac,"ReCiPe 2016 v1.03, endpoint (I) no LT",ecosystem quality no LT,ecotoxicity: freshwater no LT,species.yr,9.689903253259937E-14
caa3b23c-7cc6-4524-a99d-aa98d6bbe64b,"ReCiPe 2016 v1.03, endpoint (I) no LT",ecosystem quality no LT,ecotoxicity: marine no LT,species.yr,1.760587183253599E-13
62b96ab3-57d9-4a8f-b306-ab15d1c93f0a,"ReCiPe 2016 v1.03, endpoint (I) no LT",ecosystem quality no LT,ecotoxicity: terrestrial no LT,species.yr,1.2166176748970742E-11
b32c215d-96f6-4a2c-a0e8-2600954a935f,"ReCiPe 2016 v1.03, endpoint (I) no LT",ecosystem quality no LT,eutrophication: freshwater no LT,species.yr,1.2119697977083658E-12
cde2d93b-95d5-4c5a-8ca6-2cb51521c875,"ReCiPe 2016 v1.03, endpoint (I) no LT",ecosystem quality no LT,eutrophication: marine no LT,species.yr,1.2464569511143052E-15
1058194c-adf3-4274-8856-60b5e02a99fe,"ReCiPe 2016 v1.03, endpoint (I) no LT",ecosystem quality no LT,land use no LT,species.yr,1.516481126240169E-10
1d89a012-b77d-4bd4-ae6a-ec9a25810e67,"ReCiPe 2016 v1.03, endpoint (I) no LT",ecosystem quality no LT,photochemical oxidant formation: terrestrial ecosystems no LT,species.yr,2.8812413279420556E-11
f8bcde58-4579-4047-bf81-e14ca16e9b40,"ReCiPe 2016 v1.03, endpoint (I) no LT",ecosystem quality no LT,water use: aquatic ecosystems no LT,species.yr,1.501803529874509E-16
7f4f2046-c1f7-49f5-8d88-a59b9f8c512e,"ReCiPe 2016 v1.03, endpoint (I) no LT",human health no LT,climate change: human health no LT,DALYs,4.4615486298325066E-08
f4b365bf-88f1-4004-97bc-5dd43ae7a64c,"ReCiPe 2016 v1.03, endpoint (I) no LT",human health no LT,human toxicity: carcinogenic no LT,DALYs,8.79362455529346E-11
67dcfaad-fe6d-499f-9268-da0e1d349438,"ReCiPe 2016 v1.03, endpoint (I) no LT",human health no LT,human toxicity: non-carcinogenic no LT,DALYs,3.6424435873740424E-10
0e0261ab-7981-4872-b55c-ce636a430f06,"ReCiPe 2016 v1.03, endpoint (I) no LT",human health no LT,ionising radiation no LT,DALYs,5.407986077669046E-13
8b5772e4-fc78-4a3e-b6c9-7612a78ea6a0,"ReCiPe 2016 v1.03, endpoint (I) no LT",human health no LT,ozone depletion no LT,DALYs,1.4725839849356666E-10
e44cd61c-3451-4d65-9c12-761be724f988,"ReCiPe 2016 v1.03, endpoint (I) no LT",human health no LT,particulate matter formation no LT,DALYs,1.845309826116221E-08
57aa2ef3-8fe0-44de-9bb9-e4e92aa37825,"ReCiPe 2016 v1.03, endpoint (I) no LT",human health no LT,photochemical oxidant formation: human health no LT,DALYs,1.9551146317969036E-10
ed3e6f56-88b2-4c59-ad5f-8b496e644894,"ReCiPe 2016 v1.03, endpoint (I) no LT",human health no LT,water use: human health no LT,DALYs,7.707932024190361E-10
3bd54b80-b322-469a-bbb6-b4f10766646d,"ReCiPe 2016 v1.03, endpoint (I) no LT",natural resources no LT,"energy resources: non-renewable, fossil no LT",USD 2013,0.0038439804661755794
d92081e0-bb08-44d7-aef0-b64cdfe60420,"ReCiPe 2016 v1.03, endpoint (I) no LT",natural resources no LT,material resources: metals/minerals no LT,USD 2013,0.0007583892845724169
ef3058bc-2649-4739-b875-e2a09b1d124b,"ReCiPe 2016 v1.03, endpoint (I) no LT",total: ecosystem quality no LT,ecosystem quality no LT,species.yr,6.47702844573509E-10
f10dbd86-df7e-4fb8-971e-725b30e98def,"ReCiPe 2016 v1.03, endpoint (I) no LT",total: human health no LT,human health no LT,DALYs,6.46348690264776E-08
f62fe008-28bb-443f-9436-c6db9bbfab75,"ReCiPe 2016 v1.03, endpoint (I) no LT",total: natural resources no LT,natural resources no LT,USD 2013,0.004602369750747995
dc16d331-44ef-4137-b2be-1af39561a159,"ReCiPe 2016 v1.03, midpoint (E)",acidification: terrestrial,terrestrial acidification potential (TAP),kg SO2-Eq,0.0007597666615165146
d1992d54-150a-4ba0-9aad-38373c69cd23,"ReCiPe 2016 v1.03, midpoint (E)",climate change,global warming potential (GWP1000),kg CO2-Eq,0.0747168190928305
0aa66564-2c3e-497c-9a92-fb7fb7db5830,"ReCiPe 2016 v1.03, midpoint (E)",ecotoxicity: freshwater,freshwater ecotoxicity potential (FETP),"kg 1,4-DCB-Eq",0.005527275823521129
93850a7e-9ca0-4fdf-9eb7-73299f402746,"ReCiPe 2016 v1.03, midpoint (E)",ecotoxicity: marine,marine ecotoxicity potential (METP),"kg 1,4-DCB-Eq",24.208423086319154
0b011bca-6750-425c-a044-34dd10282ee5,"ReCiPe 2016 v1.03, midpoint (E)",ecotoxicity: terrestrial,terrestrial ecotoxicity potential (TETP),"kg 1,4-DCB-Eq",2.7445021520438244
6e0d0415-b89e-47be-9d85-0712dbe0801a,"ReCiPe 2016 v1.03, midpoint (E)","energy resources: non-renewable, fossil",fossil fuel potential (FFP),kg oil-Eq,0.011077827536999886
144d46d7-6cf3-43d2-8517-806e168a98f9,"ReCiPe 2016 v1.03, midpoint (E)",eutrophication: freshwater,freshwater eutrophication potential (FEP),kg P-Eq,1.2063048262645763E-05
a3417c8d-8482-4342-b9a6-7074c35daa8d,"ReCiPe 2016 v1.03, midpoint (E)",eutrophication: marine,marine eutrophication potential (MEP),kg N-Eq,1.2110660342735954E-06
b45a621a-6b92-4e0f-b639-865241d55021,"ReCiPe 2016 v1.03, midpoint (E)",human toxicity: carcinogenic,human toxicity potential (HTPc),"kg 1,4-DCB-Eq",3.1483659660455228
5554f920-7a82-4547-81fb-7a55f9d613af,"ReCiPe 2016 v1.03, midpoint (E)",human toxicity: non-carcinogenic,human toxicity potential (HTPnc),"kg 1,4-DCB-Eq",17.264448615454526
dc75ae27-8df7-46fe-8617-d62faabd435d,"ReCiPe 2016 v1.03, midpoint (E)",ionising radiation,ionising radiation potential (IRP),kBq Co-60-Eq,0.002056236908982769
389b7ccf-a197-4325-9056-fb6ebd616ef9,"ReCiPe 2016 v1.03, midpoint (E)",land use,agricultural land occupation (LOP),m2*a crop-Eq,0.017100148011993367
87858e3d-f98a-44bc-afd8-4357babdb53d,"ReCiPe 2016 v1.03, midpoint (E)",material resources: metals/minerals,surplus ore potential (SOP),kg Cu-Eq,0.003369109533435453
f26130d5-93c3-4b2c-8afe-87ab3b32c14f,"ReCiPe 2016 v1.03, midpoint (E)",ozone depletion,ozone depletion potential (ODPinfinite),kg CFC-11-Eq,1.4883021284896707E-06
5c4f9f96-50d9-4642-8b3a-dbb0eab63440,"ReCiPe 2016 v1.03, midpoint (E)",particulate matter formation,particulate matter formation potential (PMFP),kg PM2.5-Eq,0.00016292647008768772
50c8ef3f-2f67-47e6-bb52-c265b746dcaa,"ReCiPe 2016 v1.03, midpoint (E)",photochemical oxidant formation: human health,photochemical oxidant formation potential: humans (HOFP),kg NOx-Eq,0.0002145820209869605
5d7302ec-643d-4ef5-abf0-a07b80226ae6,"ReCiPe 2016 v1.03, midpoint (E)",photochemical oxidant formation: terrestrial ecosystems,photochemical oxidant formation potential: ecosystems (EOFP),kg NOx-Eq,0.00022295276577199177
ea1e967b-a440-4172-8acc-8364f5e8c017,"ReCiPe 2016 v1.03, midpoint (E)",water use,water consumption potential (WCP),m3,0.00024864296852226974
6ddfb73f-9aeb-4e48-9556-0b813be9712c,"ReCiPe 2016 v1.03, midpoint (E) no LT",acidification: terrestrial no LT,terrestrial acidification potential (TAP) no LT,kg SO2-Eq,0.0007597656889409012
d535fd01-cffa-4b30-a810-9a7854b274c5,"ReCiPe 2016 v1.03, midpoint (E) no LT",climate change no LT,global warming potential (GWP1000) no LT,kg CO2-Eq,0.07471681893199454
3a498cb5-c6d2-4c31-9222-90effc380340,"ReCiPe 2016 v1.03, midpoint (E) no LT",ecotoxicity: freshwater no LT,freshwater ecotoxicity potential (FETP) no LT,"kg 1,4-DCB-Eq",0.00024646206275023554
2394a988-f180-4b9f-ad8c-be3f3d1f1c26,"ReCiPe 2016 v1.03, midpoint (E) no LT",ecotoxicity: marine no LT,marine ecotoxicity potential (METP) no LT,"kg 1,4-DCB-Eq",2.102037445110036
8ddfc06f-747d-411f-8258-3d2f3e23c781,"ReCiPe 2016 v1.03, midpoint (E) no LT",ecotoxicity: terrestrial no LT,terrestrial ecotoxicity potential (TETP) no LT,"kg 1,4-DCB-Eq",2.743827686861712
e36ea48f-bec8-4712-9e1d-c44846407ccc,"ReCiPe 2016 v1.03, midpoint (E) no LT","energy resources: non-renewable, fossil no LT",fossil fuel potential (FFP) no LT,kg oil-Eq,0.011077827536999886
9f890e75-9a20-4cce-b20c-461c5964506c,"ReCiPe 2016 v1.03, midpoint (E) no LT",eutrophication: freshwater no LT,freshwater eutrophication potential (FEP) no LT,kg P-Eq,1.808369152317035E-06
29997caa-b4f1-4b0e-87a2-8900cfc56d0a,"ReCiPe 2016 v1.03, midpoint (E) no LT",eutrophication: marine no LT,marine eutrophication potential (MEP) no LT,kg N-Eq,7.33213244331686E-07
f5f0b4d6-94d8-492c-9cec-271f0dccb1c9,"ReCiPe 2016 v1.03, midpoint (E) no LT",human toxicity: carcinogenic no LT,human toxicity potential (HTPc) no LT,"kg 1,4-DCB-Eq",0.029689436835185087
5699abce-56af-47a1-a03b-97a4e3b8a0cd,"ReCiPe 2016 v1.03, midpoint (E) no LT",human toxicity: non-carcinogenic no LT,human toxicity potential (HTPnc) no LT,"kg 1,4-DCB-Eq",1.57581343297132
6758ef6c-b514-40f5-a549-de004c13eff0,"ReCiPe 2016 v1.03, midpoint (E) no LT",ionising radiation no LT,ionising radiation potential (IRP) no LT,kBq Co-60-Eq,0.0007824483119797926
284ad00a-356c-4547-bff2-bd395c6dc414,"ReCiPe 2016 v1.03, midpoint (E) no LT",land use no LT,agricultural land occupation (LOP) no LT,m2*a crop-Eq,0.017100148011993367
2173a7f7-f772-413d-b378-b9baf2749df8,"ReCiPe 2016 v1.03, midpoint (E) no LT",material resources: metals/minerals no LT,surplus ore potential (SOP) no LT,kg Cu-Eq,0.003369109533435453
829c45d4-2c7c-4487-8ed0-f4c8b5cc065e,"ReCiPe 2016 v1.03, midpoint (E) no LT",ozone depletion no LT,ozone depletion potential (ODPinfinite) no LT,kg CFC-11-Eq,1.4883020937915594E-06
678afc5b-4de0-4627-98fb-99404f8b7f65,"ReCiPe 2016 v1.03, midpoint (E) no LT",particulate matter formation no LT,particulate matter formation potential (PMFP) no LT,kg PM2.5-Eq,0.00016287167136752796
0114cc0c-635e-47e3-afdf-ca668861b31f,"ReCiPe 2016 v1.03, midpoint (E) no LT",photochemical oxidant formation: human health no LT,photochemical oxidant formation potential: humans (HOFP) no LT,kg NOx-Eq,0.00021457937068881862
b6c547d8-edac-48eb-a44b-06b92d6c643d,"ReCiPe 2016 v1.03, midpoint (E) no LT",photochemical oxidant formation: terrestrial ecosystems no LT,photochemical oxidant formation potential: ecosystems (EOFP) no LT,kg NOx-Eq,0.0002229501154738499
24b706ce-29e9-4987-b07d-f6dff9d3cab9,"ReCiPe 2016 v1.03, midpoint (E) no LT",water use no LT,water consumption potential (WCP) no LT,m3,0.00024864296852226974
6738261b-ecfe-4f92-b49e-85597efd3989,"ReCiPe 2016 v1.03, midpoint (H)",acidification: terrestrial,terrestrial acidification potential (TAP),kg SO2-Eq,0.0007597666615165146
9d92c679-54c2-4055-a447-3f128dfbf02f,"ReCiPe 2016 v1.03, midpoint (H)",climate change,global warming potential (GWP100),kg CO2-Eq,0.2632879217483612
2b6698e6-06a6-47a1-93f5-a5c76f76947e,"ReCiPe 2016 v1.03, midpoint (H)",ecotoxicity: freshwater,freshwater ecotoxicity potential (FETP),"kg 1,4-DCB-Eq",0.005446387750061742
de4f5ebc-88c4-4cc1-a3c7-52b776925241,"ReCiPe 2016 v1.03, midpoint (H)",ecotoxicity: marine,marine ecotoxicity potential (METP),"kg 1,4-DCB-Eq",0.009533954707422071
8724b1d0-021e-4fbd-a26c-32c39eb8ed04,"ReCiPe 2016 v1.03, midpoint (H)",ecotoxicity: terrestrial,terrestrial ecotoxicity potential (TETP),"kg 1,4-DCB-Eq",2.5483983402318917
23be1c8b-066f-497b-a28f-46893bb7a266,"ReCiPe 2016 v1.03, midpoint (H)","energy resources: non-renewable, fossil",fossil fuel potential (FFP),kg oil-Eq,0.011077827536999886
5b9ca24e-0a05-4f92-aa36-ab0418dfbfe2,"ReCiPe 2016 v1.03, midpoint (H)",eutrophication: freshwater,freshwater eutrophication potential (FEP),kg P-Eq,1.2063048262645763E-05
7ee37f8e-9734-4070-8b34-f9dd231fcc08,"ReCiPe 2016 v1.03, midpoint (H)",eutrophication: marine,marine eutrophication potential (MEP),kg N-Eq,1.2110660342735954E-06
3d88d4b5-7919-45c6-8343-308c4d8134c5,"ReCiPe 2016 v1.03, midpoint (H)",human toxicity: carcinogenic,human toxicity potential (HTPc),"kg 1,4-DCB-Eq",0.04312141377633566
e4a81787-2293-4305-a3db-3c17fc0239b4,"ReCiPe 2016 v1.03, midpoint (H)",human toxicity: non-carcinogenic,human toxicity potential (HTPnc),"kg 1,4-DCB-Eq",0.08823117768391579
b4c7b952-eea5-4ef5-9e32-2eaebb0b6b85,"ReCiPe 2016 v1.03, midpoint (H)",ionising radiation,ionising radiation potential (IRP),kBq Co-60-Eq,0.0013845359354499138
9fa9bb3b-0bae-45ef-817e-3eb0aae3bf80,"ReCiPe 2016 v1.03, midpoint (H)",land use,agricultural land occupation (LOP),m2*a crop-Eq,0.017100148011993367
ed6d9817-8f17-47fb-b202-0bd8e54c4505,"ReCiPe 2016 v1.03, midpoint (H)",material resources: metals/minerals,surplus ore potential (SOP),kg Cu-Eq,0.003369109533435453
daa969f6-a854-4f7e-b5e6-d4ba2512e195,"ReCiPe 2016 v1.03, midpoint (H)",ozone depletion,ozone depletion potential (ODPinfinite),kg CFC-11-Eq,9.654655043930306E-07
