impactIndicatorId,impactMethodName,impactCategoryName,impactName,unitName,amount
a94641e4-0bd0-4ead-aef9-0b922a3b0a31,Ecological Scarcity 2021 no LT,emissions to water no LT,POP into water no LT,UBP,0.1425003459807785
b129cd76-9842-47b6-a38d-d58fdeb322b3,Ecological Scarcity 2021 no LT,emissions to water no LT,heavy metals into water no LT,UBP,0.39655455317936406
c8ac9bb4-2da4-4aa4-b8d6-b4d618591b8e,Ecological Scarcity 2021 no LT,emissions to water no LT,radioactive substances into water no LT,UBP,0.017805282718550582
9f92a772-0590-4cd3-8910-537717674ffa,Ecological Scarcity 2021 no LT,emissions to water no LT,water pollutants no LT,UBP,2.2051170700920943
846a1e06-5ea8-4176-8a8b-2fbf48d9576c,Ecological Scarcity 2021 no LT,energy resources no LT,energy resources no LT,UBP,5.8399596461571885
9339d7f5-2302-46d2-8aa8-d74904f7fa56,Ecological Scarcity 2021 no LT,land use no LT,land use no LT,UBP,47.788593408241006
8bd36861-f7d4-4b96-8b1f-72821a398fe0,Ecological Scarcity 2021 no LT,mineral resources no LT,mineral resources no LT,UBP,4.148685211851953
f087f8a4-4e3e-436a-9270-877c958adac3,Ecological Scarcity 2021 no LT,natural resources no LT,biotic resources no LT,UBP,8.528247793332282E-17
98c8da61-3063-4f89-aa0e-6279a0661528,Ecological Scarcity 2021 no LT,ozone depletion no LT,ozone depletion no LT,UBP,0.008158029297972186
0975d108-e3e1-4906-a4f9-c99344b0a6aa,Ecological Scarcity 2021 no LT,total no LT,UBP no LT,UBP,334.3531835596999
dda079a6-86dc-4142-8e1a-0f47db5c8f83,Ecological Scarcity 2021 no LT,waste disposal no LT,radioactive waste to deposit no LT,UBP,0.8692514752629863
d84a6a0b-7eb0-487f-b4ea-328b7c0d835e,Ecological Scarcity 2021 no LT,waste disposal no LT,"waste, non radioactive no LT",UBP,1.2597497507459452
7616fa6a-c402-4d05-b0a1-f6dd5110004b,Ecological Scarcity 2021 no LT,water use no LT,"water resources, evaporated no LT",UBP,0.24615653883704702
10d025bd-27c8-43b2-b3fc-9ff90111207b,Ecosystem Damage Potential,land occupation,ecosystem damage potential,points,0.01662314830911223
78af380f-05f6-4cd1-b696-9ff901112067,Ecosystem Damage Potential,land transformation,ecosystem damage potential,points,1.5123332936195737E-05
8fc2ae4f-c08d-4cc5-b702-9ff901112085,Ecosystem Damage Potential,total,ecosystem damage potential,points,0.01663827164204843
45eabcab-8419-4e10-ba47-55d483c55ea0,"IMPACT World+ v2.0.1, footprint version",climate change,carbon footprint,kg CO2-Eq,0.22086736439895635
db459271-c34e-43f9-82a9-68bd3ae8aacf,"IMPACT World+ v2.0.1, footprint version",ecosystem quality,remaining ecosystem quality damage,PDF.m2.yr,0.032577318402108944
8f235122-1370-48b7-a79a-e80b570796ac,"IMPACT World+ v2.0.1, footprint version",energy resources: non-renewable,fossil and nuclear energy use,MJ deprived,0.5378875584663085
cb9b077f-308e-4d1c-9d07-4726bfa01f4e,"IMPACT World+ v2.0.1, footprint version",human health,remaining human health damage,DALYs,1.0235132505777894E-07
bcbf8e6b-c289-4f58-ab57-f6bb7bcda670,"IMPACT World+ v2.0.1, footprint version",water use,water scarcity footprint,m3 world Eq deprived,0.01068009342326899
56953c93-05f9-4b56-9ad4-a39fda9995a2,IPCC 2013,climate change,global temperature change potential (GTP100),kg CO2-Eq,0.0861668333300185
ab919d76-fcbe-453f-a588-3ba3aa0952f8,IPCC 2013,climate change,global temperature change potential (GTP20),kg CO2-Eq,0.4570548836871641
07e6ca75-ea62-4fad-afa1-e11b03a2071f,IPCC 2013,climate change,global warming potential (GWP100),kg CO2-Eq,0.22954221971052985
097dbc21-18f8-413c-95ad-e2fe9f0f10f0,IPCC 2013,climate change,global warming potential (GWP20),kg CO2-Eq,0.5516753914526827
9f7b52f8-482a-49d2-bafa-f80fce3cc97a,IPCC 2013 no LT,climate change no LT,global temperature change potential (GTP100) no LT,kg CO2-Eq,0.08616683285200098
ddd9d364-5bea-401d-b566-387042e180e9,IPCC 2013 no LT,climate change no LT,global temperature change potential (GTP20) no LT,kg CO2-Eq,0.45705488312199316
0a72b4dd-3468-4ff7-89c1-be783b69e7a6,IPCC 2013 no LT,climate change no LT,global warming potential (GWP100) no LT,kg CO2-Eq,0.22954221917005574
d53f242b-3ddc-4486-9e84-6f9ab299a13b,IPCC 2013 no LT,climate change no LT,global warming potential (GWP20) no LT,kg CO2-Eq,0.5516753909144538
bd95b56c-dce9-4c46-9325-7566039a7e46,IPCC 2021,climate change,global temperature change potential (GTP100),kg CO2-Eq,0.08815584167093317
c7812d54-b93b-41f5-ae93-e6213e79bdb1,IPCC 2021,climate change,global temperature change potential (GTP50),kg CO2-Eq,0.12610586201949253
87d85ddc-eeb7-4c46-bdb2-4ad5fdb0e6b1,IPCC 2021,climate change,global warming potential (GWP100),kg CO2-Eq,0.22068966995755715
99955917-ccdb-4b71-94fa-b9ca069ba94b,IPCC 2021,climate change,global warming potential (GWP20),kg CO2-Eq,0.5256645067343128
b672ed92-98a1-4073-91f0-1d1aedd4caf5,IPCC 2021,climate change,global warming potential (GWP500),kg CO2-Eq,0.093647659650523
d39759d7-2f9e-40bf-b709-11d3692287de,IPCC 2021,climate change: biogenic,global temperature change potential (GTP100),kg CO2-Eq,0.026588434485076105
d12e197c-cae9-4874-934f-360b3d685114,IPCC 2021,climate change: biogenic,global temperature change potential (GTP50),kg CO2-Eq,0.058833982690381176
1423407a-76e4-4eb9-ace9-480d24b1e8b2,IPCC 2021,climate change: biogenic,global warming potential (GWP100),kg CO2-Eq,0.1527420704461819
3a406fa6-f733-4c80-b7f1-a3eb544f5eec,IPCC 2021,climate change: biogenic,global warming potential (GWP20),kg CO2-Eq,0.45087196350224806
cdc333d9-e027-4472-a112-83a95e15333f,IPCC 2021,climate change: biogenic,global warming potential (GWP500),kg CO2-Eq,0.04073121878564851
b6285adf-f7a1-4f2b-ad33-bc6edf4a2178,IPCC 2021,"climate change: biogenic, including SLCFs",global temperature change potential (GTP100),kg CO2-Eq,0.026645496862049478
c9cbddf4-b712-4778-9176-0a7476163ef9,IPCC 2021,"climate change: biogenic, including SLCFs",global warming potential (GWP100),kg CO2-Eq,0.1531099337511526
cdaa9a76-8e9c-4a5b-8c23-320be6570358,IPCC 2021,"climate change: biogenic, including SLCFs",global warming potential (GWP20),kg CO2-Eq,0.45200169223891035
2f0f6d0c-7d50-4dcf-9922-b734fd94c49c,IPCC 2021,climate change: fossil,global temperature change potential (GTP100),kg CO2-Eq,0.061463347606898554
70691b49-0aa9-42e9-b2ce-66c98fdd23c1,IPCC 2021,climate change: fossil,global temperature change potential (GTP50),kg CO2-Eq,0.06716748594333602
035f4640-8768-44c8-8e45-a9dabd4b8441,IPCC 2021,climate change: fossil,global warming potential (GWP100),kg CO2-Eq,0.067842233986449
433364aa-f47e-4499-a9c6-2d32d730e710,IPCC 2021,climate change: fossil,global warming potential (GWP20),kg CO2-Eq,0.07468409145814749
6f607da8-1307-43b8-9c0d-012e71b7badb,IPCC 2021,climate change: fossil,global warming potential (GWP500),kg CO2-Eq,0.052812234879417365
61165462-6bcb-455b-8804-c58126fd2f03,IPCC 2021,"climate change: fossil, including SLCFs",global temperature change potential (GTP100),kg CO2-Eq,0.06181359610642648
693eabcd-bc32-458f-b97d-b1fb8d915b2f,IPCC 2021,"climate change: fossil, including SLCFs",global warming potential (GWP100),kg CO2-Eq,0.06857014008238321
6c874ec5-5f81-41ba-a4ed-b0007f54042c,IPCC 2021,"climate change: fossil, including SLCFs",global warming potential (GWP20),kg CO2-Eq,0.07633778405838493
8d5412cb-2de3-4354-be4a-2776e4bd4d9d,IPCC 2021,climate change: including SLCFs,global temperature change potential (GTP100),kg CO2-Eq,0.08856490611269899
a325e272-5742-4771-a19f-252047f7fcf8,IPCC 2021,climate change: including SLCFs,global warming potential (GWP100),kg CO2-Eq,0.22178907797503702
ab86e68e-59d8-42cf-8b77-4b5c275e0a21,IPCC 2021,climate change: including SLCFs,global warming potential (GWP20),kg CO2-Eq,0.5284561875087087
baa5cd10-f90c-4472-afae-91e68f681f4a,IPCC 2021,climate change: land use,global temperature change potential (GTP100),kg CO2-Eq,0.00010405957895852114
e67455c9-339b-475f-94bb-4fee10d09131,IPCC 2021,climate change: land use,global temperature change potential (GTP50),kg CO2-Eq,0.00010439338577537421
3f855cee-cfcb-459b-99a7-1e6c81e98148,IPCC 2021,climate change: land use,global warming potential (GWP100),kg CO2-Eq,0.00010536552492620949
1e5720ef-be4b-4c33-8ac4-15eb5b9aa011,IPCC 2021,climate change: land use,global warming potential (GWP20),kg CO2-Eq,0.00010845177391711424
e5715d15-2455-4ae4-89a6-5fc1eba861ca,IPCC 2021,climate change: land use,global warming potential (GWP500),kg CO2-Eq,0.00010420598545714091
dc392166-317a-4967-8ced-2e632ad7ad3f,IPCC 2021,"climate change: land use, including SLCFs",global temperature change potential (GTP100),kg CO2-Eq,0.00010581314422303607
e2790c39-6b4c-44df-9779-f1dade8f658c,IPCC 2021,"climate change: land use, including SLCFs",global warming potential (GWP100),kg CO2-Eq,0.00010900414150122505
e49593e8-c412-4fc9-85d4-16e09e8015d9,IPCC 2021,"climate change: land use, including SLCFs",global warming potential (GWP20),kg CO2-Eq,0.00011671121141338453
731e5800-590d-4351-a90a-5aac4921e04d,IPCC 2021 no LT,climate change no LT,global temperature change potential (GTP100) no LT,kg CO2-Eq,0.08815584119536495
d9e05ff1-95d2-486d-ba69-5e09ba74c626,IPCC 2021 no LT,climate change no LT,global temperature change potential (GTP50) no LT,kg CO2-Eq,0.12610586142758357
f658773a-7fb6-407f-82db-8e64b4ba41a5,IPCC 2021 no LT,climate change no LT,global warming potential (GWP100) no LT,kg CO2-Eq,0.22068966940034632
0a741ddd-0482-4065-af80-26b18eb527e5,IPCC 2021 no LT,climate change no LT,global warming potential (GWP20) no LT,kg CO2-Eq,0.5256645061771019
796eeae1-b9e6-43cf-902f-26e474a5106c,IPCC 2021 no LT,climate change no LT,global warming potential (GWP500) no LT,kg CO2-Eq,0.0936476593851845
f6ffdd36-139b-4c4c-9dcb-c858522e160f,IPCC 2021 no LT,climate change: biogenic no LT,global temperature change potential (GTP100) no LT,kg CO2-Eq,0.026588434485076105
19e10789-76e2-4d70-bc88-4c64b8f0c491,IPCC 2021 no LT,climate change: biogenic no LT,global temperature change potential (GTP50) no LT,kg CO2-Eq,0.058833982690381176
38ee8f90-fec5-45f6-8c26-ac0ffcd9e269,IPCC 2021 no LT,climate change: biogenic no LT,global warming potential (GWP100) no LT,kg CO2-Eq,0.1527420704461819
8533a3ee-5637-4b52-8297-396ad3c6eff9,IPCC 2021 no LT,climate change: biogenic no LT,global warming potential (GWP20) no LT,kg CO2-Eq,0.45087196350224806
e0852e5a-74fd-43d1-9615-b76ce049e494,IPCC 2021 no LT,climate change: biogenic no LT,global warming potential (GWP500) no LT,kg CO2-Eq,0.04073121878564851
d28c8220-6b2c-4eb4-b8ae-7b847b6af406,IPCC 2021 no LT,"climate change: biogenic, including SLCFs no LT",global temperature change potential (GTP100) no LT,kg CO2-Eq,0.026645496862049478
eef7e952-66d5-4041-9304-2934e6f721b4,IPCC 2021 no LT,"climate change: biogenic, including SLCFs no LT",global warming potential (GWP100) no LT,kg CO2-Eq,0.1531099337511526
3ada6e69-83a7-4c58-b2fd-3ee9718b4500,IPCC 2021 no LT,"climate change: biogenic, including SLCFs no LT",global warming potential (GWP20) no LT,kg CO2-Eq,0.45200169223891035
6473807a-c298-4484-a0af-32acc9af1832,IPCC 2021 no LT,climate change: fossil no LT,global temperature change potential (GTP100) no LT,kg CO2-Eq,0.06146334713133033
9dda273a-5df7-4f56-b7a5-0434c080ba33,IPCC 2021 no LT,climate change: fossil no LT,global temperature change potential (GTP50) no LT,kg CO2-Eq,0.06716748535142705
989ae6b8-1e4e-45c2-bd8b-b99d010e6328,IPCC 2021 no LT,climate change: fossil no LT,global warming potential (GWP100) no LT,kg CO2-Eq,0.06784223342923815
c8009185-e894-45cb-b756-dd624c3bcd7c,IPCC 2021 no LT,climate change: fossil no LT,global warming potential (GWP20) no LT,kg CO2-Eq,0.07468409090093665
d6ec3d48-eaad-4296-87dd-3e84558dc656,IPCC 2021 no LT,climate change: fossil no LT,global warming potential (GWP500) no LT,kg CO2-Eq,0.052812234614078864
fe984337-22b3-4d10-99f0-a4cfeb6b2bf9,IPCC 2021 no LT,"climate change: fossil, including SLCFs no LT",global temperature change potential (GTP100) no LT,kg CO2-Eq,0.061813595630858253
d3953aa0-9169-4f97-ba8d-f032dfce7692,IPCC 2021 no LT,"climate change: fossil, including SLCFs no LT",global warming potential (GWP100) no LT,kg CO2-Eq,0.06857013952517235
7ebc612b-325f-45d7-bcd0-e90f9f6ef106,IPCC 2021 no LT,"climate change: fossil, including SLCFs no LT",global warming potential (GWP20) no LT,kg CO2-Eq,0.07633778350117407
f9151be9-6f72-431c-91f5-da030a0b8c2a,IPCC 2021 no LT,climate change: including SLCFs no LT,global temperature change potential (GTP100) no LT,kg CO2-Eq,0.08856490563713076
fbe03ca1-e311-44b8-ae95-c114867068dc,IPCC 2021 no LT,climate change: including SLCFs no LT,global warming potential (GWP100) no LT,kg CO2-Eq,0.2217890774178262
5db4cd68-8eb8-4e3d-ad1d-a8dc268c0049,IPCC 2021 no LT,climate change: including SLCFs no LT,global warming potential (GWP20) no LT,kg CO2-Eq,0.5284561869514978
db1e229e-e12c-4890-a9d3-dda9d3be4be6,IPCC 2021 no LT,climate change: land use no LT,global temperature change potential (GTP100) no LT,kg CO2-Eq,0.00010405957895852114
dbc1a5a6-37a3-4afe-be08-95ba81fa4898,IPCC 2021 no LT,climate change: land use no LT,global temperature change potential (GTP50) no LT,kg CO2-Eq,0.00010439338577537421
a58fc471-35fd-4e97-8ac6-04e8b1f17c01,IPCC 2021 no LT,climate change: land use no LT,global warming potential (GWP100) no LT,kg CO2-Eq,0.00010536552492620949
ffcc86e7-eb1c-4d0e-bbd6-cda33645ed39,IPCC 2021 no LT,climate change: land use no LT,global warming potential (GWP20) no LT,kg CO2-Eq,0.00010845177391711424
53733051-afe6-4e0c-b0ad-3be37d9686b6,IPCC 2021 no LT,climate change: land use no LT,global warming potential (GWP500) no LT,kg CO2-Eq,0.00010420598545714091
707a7c67-3fa1-4381-b4b3-3a71b876874e,IPCC 2021 no LT,"climate change: land use, including SLCFs no LT",global temperature change potential (GTP100) no LT,kg CO2-Eq,0.00010581314422303607
d6115562-8112-41a0-aae4-de399ca9dee4,IPCC 2021 no LT,"climate change: land use, including SLCFs no LT",global warming potential (GWP100) no LT,kg CO2-Eq,0.00010900414150122505
de47088e-1507-4a5a-a4f0-a99afbff1d30,IPCC 2021 no LT,"climate change: land use, including SLCFs no LT",global warming potential (GWP20) no LT,kg CO2-Eq,0.00011671121141338453
c2f5aa93-8a96-4de2-a8cf-ad01ae16ecbf,Inventory results and indicators,emissions to air,HAPs,kg,7.220711214403675E-06
a26cb37e-1e1f-4901-8a35-c4ca3ff8b54e,Inventory results and indicators,emissions to air,N2O,kg,8.72145451439565E-05
7bd038b0-afcc-4da7-a134-015a79e9555d,Inventory results and indicators,emissions to air,NMVOCs,kg,8.502840554799525E-05
5abc5090-4a21-45a3-9447-54334b88dc31,Inventory results and indicators,emissions to air,NOx,kg,0.00020087401742299488
576d7c92-6bfb-408d-bcb7-436c20a280af,Inventory results and indicators,emissions to air,SOx,kg,0.000162701394421842
fc400784-a2d0-41fb-a4a7-80d1cf4f8c62,Inventory results and indicators,emissions to air,ammonia,kg,0.00026772959949673255
0e4ba7bd-d950-4118-b78f-d9d2abb68982,Inventory results and indicators,emissions to air,"carbon dioxide, fossil and land use",kg,0.040207778346698746
5c9ad681-8936-4d21-9c20-683d540f557c,Inventory results and indicators,emissions to air,"carbon, non-fossil, fixed",kg,-0.08180356686871909
39dfb69d-033e-4f83-b96b-fba04d2f18f3,Inventory results and indicators,emissions to air,lead,kg,1.7284239118416537E-07
6d0decfa-5b9b-4a72-80e6-dafbf31bd4bf,Inventory results and indicators,emissions to air,particulate matter >10 um,kg,6.109023185010384E-05
944a4cef-1bcd-4af1-96ba-d97f7719a071,Inventory results and indicators,emissions to air,"particulate matter, < 2.5 um",kg,2.939171066107189E-05
018742e6-e676-43f7-8e51-afe4eb79dfe4,Inventory results and indicators,emissions to air,"particulate matter, >2.5 um and <10",kg,3.3103724261540096E-05
a40eea0e-9d26-480e-9d16-b762f6f4c5ee,Inventory results and indicators,emissions to air,photochemical oxidants (including ozone),kg,0.006564616141851268
c7b08e4b-81d3-422f-851e-5e51a20d8c37,Inventory results and indicators,emissions to air,total carbon monoxide,kg,0.0003273482422477448
2958d5de-5600-4453-a4b2-957295386890,Inventory results and indicators,emissions to air,total methane,kg,0.005787229623727753
e7f4f52f-5fde-4a68-9dd3-e9ce74993422,Inventory results and indicators,emissions to air,total particulate matter,kg,0.00012358566677271582
4bf21eb1-3155-47ad-b149-1385cd92eafe,Inventory results and indicators,emissions to air,total radioactive emissions,kg,1.1176832311184781
7eac7af8-4f20-40ec-ba3d-c2a1b4d5a3a5,Inventory results and indicators,emissions to water,total radioactive emissions,kg,0.024051298488012105
95ac7546-c28f-4cfd-b95a-e6749398309e,Inventory results and indicators,resources,"freshwater extraction, groundwater",m3,5.2846984161894905E-05
5ce740d0-ca72-4374-9fff-49fc54e554e4,Inventory results and indicators,resources,"freshwater extraction, surface water",m3,7.423971771351115E-05
d048d4d4-7c2d-4f3d-9008-f083127679b4,Inventory results and indicators,resources,land occupation,m2a,0.05163898032913106
7583630d-186b-4012-81a5-9d160fba1bea,Inventory results and indicators,resources,land occupation by flooding,m2a,7.585745559515534E-05
39e78204-a02d-4549-ae25-a43e94beabb4,Inventory results and indicators,resources,seabed occupation,m2a,6.908516804599751E-07
7332ef20-5aab-4145-a2c9-018c41c16457,Inventory results and indicators,resources,total freshwater extraction,m3,0.00012708670187540604
573319ac-5d27-4cce-94ce-ad1bb9098674,Inventory results and indicators,resources,total surface occupation,m2a,0.051715528636406674
2339e586-dd2b-4b7a-b454-b0658f62000e,Inventory results and indicators,resources,total water extraction,m3,0.001454617360558641
267acbd8-835b-464c-8b00-9703e78eee15,Inventory results and indicators,resources,"water extraction, saltwater",m3,0.0011348355422100753
cf91bd79-5d25-47f0-8819-2dee93ebd39a,Inventory results and indicators,resources,"water extraction, undefined",m3,0.00019269511647315984
41b60739-7bee-45b7-82c3-c79aaf945d3a,Inventory results and indicators,waste disposal,total area for dump sites,m2,3.138134876178017E-06
6b2df3fd-5ff3-465d-b6b7-89ed6f7f8680,Inventory results and indicators,waste disposal,total mass for dump sites,kg,0.06559005028842306
683aae51-8801-411a-818b-a7b28ee7ceaa,Inventory results and indicators,waste disposal,total mass for underground deposits,kg,3.669397073305175E-06
cb0737db-a0e4-49ed-96f5-8030f7ab8df9,Inventory results and indicators,waste disposal,total mass of radioactive waste,kg,3.870676972825667E-07
873cfbba-22ea-471e-9b12-15a0fc190420,Inventory results and indicators,waste disposal,total mass of waste,kg,0.06559371968549636
bc12aaff-0568-4603-ac99-879c8a7b9a80,Inventory results and indicators,waste disposal,total volume of radioactive waste,m3,1.3337514077872987E-10
eb0c300a-20a2-434e-bc62-c008ff16ac9a,Inventory results and indicators,waste disposal,total volume of underground deposits,m3,2.1848310007928598E-09
be99d856-ce5e-4bc6-be2e-9e3a53f99053,"ReCiPe 2016 v1.03, endpoint (E)",ecosystem quality,acidification: terrestrial,species.yr,1.611950326033032E-10
13691359-cb85-4e24-b97b-084de6f06550,"ReCiPe 2016 v1.03, endpoint (E)",ecosystem quality,climate change: freshwater ecosystems,species.yr,5.098246018072237E-14
24dccbd5-953e-4126-894e-4b0eb51344b6,"ReCiPe 2016 v1.03, endpoint (E)",ecosystem quality,climate change: terrestrial ecosystems,species.yr,1.867854083278936E-09
0ecf1f5e-d9b0-4d0d-815e-25be5e451ce8,"ReCiPe 2016 v1.03, endpoint (E)",ecosystem quality,ecotoxicity: freshwater,species.yr,3.8280410096883575E-12
3cb9dffb-b638-4741-b6d0-7b2679dc2108,"ReCiPe 2016 v1.03, endpoint (E)",ecosystem quality,ecotoxicity: marine,species.yr,2.544734685795054E-09
63894ec1-ebc8-4ab5-8478-f419275a489f,"ReCiPe 2016 v1.03, endpoint (E)",ecosystem quality,ecotoxicity: terrestrial,species.yr,3.127207384605232E-11
6bd1e4bf-fe17-4b6b-bf96-89173b231862,"ReCiPe 2016 v1.03, endpoint (E)",ecosystem quality,eutrophication: freshwater,species.yr,8.07949732311033E-12
eb5f0306-4e6b-442b-9cae-a86a2e2ef254,"ReCiPe 2016 v1.03, endpoint (E)",ecosystem quality,eutrophication: marine,species.yr,2.0584611841261067E-15
3bccd4a3-bfd4-4751-81c1-21cae10908d9,"ReCiPe 2016 v1.03, endpoint (E)",ecosystem quality,land use,species.yr,1.516481126240169E-10
cafd4970-47db-4ec7-8b4d-61308c28056c,"ReCiPe 2016 v1.03, endpoint (E)",ecosystem quality,photochemical oxidant formation: terrestrial ecosystems,species.yr,2.8760198264831183E-11
08ffa222-717a-4247-bfff-76c160fdae6c,"ReCiPe 2016 v1.03, endpoint (E)",ecosystem quality,water use: aquatic ecosystems,species.yr,1.501803529874509E-16
139f5062-86a9-490a-a188-1d170bc88c6f,"ReCiPe 2016 v1.03, endpoint (E)",ecosystem quality,water use: terrestrial ecosystems,species.yr,3.3566800750506412E-12
fefb1980-f209-46b8-8ad6-ec646cfb7470,"ReCiPe 2016 v1.03, endpoint (E)",human health,climate change: human health,DALYs,9.339544705969909E-07
ec52b51c-d177-4940-a2e6-50eafc680496,"ReCiPe 2016 v1.03, endpoint (E)",human health,human toxicity: carcinogenic,DALYs,1.045624925730882E-05
37edf047-bea3-4104-9f69-dd87a5cd70cf,"ReCiPe 2016 v1.03, endpoint (E)",human health,human toxicity: non-carcinogenic,DALYs,3.936696766640198E-06
39ebe7f8-d6f3-451d-8daf-579eb26c3c2b,"ReCiPe 2016 v1.03, endpoint (E)",human health,ionising radiation,DALYs,2.8809482217633908E-11
1881fd4f-9565-41bd-a1dd-2f15f71241e0,"ReCiPe 2016 v1.03, endpoint (E)",human health,ozone depletion,DALYs,1.9960683980069865E-09
ba5e9966-9af6-45d6-9f8b-fa7ca56dc999,"ReCiPe 2016 v1.03, endpoint (E)",human health,particulate matter formation,DALYs,1.0242677496317275E-07
be03d444-a6be-444f-87b9-3bf1b3bca065,"ReCiPe 2016 v1.03, endpoint (E)",human health,photochemical oxidant formation: human health,DALYs,1.9528415136631895E-10
16f46c44-373d-4336-97b7-c896c57b24d6,"ReCiPe 2016 v1.03, endpoint (E)",human health,water use: human health,DALYs,5.519873901194387E-10
85eb177c-753a-4c7d-af11-b4ed289bf43d,"ReCiPe 2016 v1.03, endpoint (E)",natural resources,"energy resources: non-renewable, fossil",USD 2013,0.0038791856983461
9a8c0264-2005-423c-bf77-1cbc4dec9e58,"ReCiPe 2016 v1.03, endpoint (E)",natural resources,material resources: metals/minerals,USD 2013,0.0007792898618147647
87bb68c9-f05e-4a42-b34c-34d0c7e782ad,"ReCiPe 2016 v1.03, endpoint (E)",total: ecosystem quality,ecosystem quality,species.yr,4.79742491584671E-09
90bb6b83-0b14-41cc-9209-48544e0f6318,"ReCiPe 2016 v1.03, endpoint (E)",total: human health,human health,DALYs,1.54320994189309E-05
9dc455f6-7948-4cbd-8fc3-3f9f19be5694,"ReCiPe 2016 v1.03, endpoint (E)",total: natural resources,natural resources,USD 2013,0.004658475560160867
cdede080-8b97-405a-b469-40b47be5c140,"ReCiPe 2016 v1.03, endpoint (E) no LT",ecosystem quality no LT,acidification: terrestrial no LT,species.yr,1.6119482655915214E-10
d5b8ba09-3a9f-43a2-a14c-7970b0edec30,"ReCiPe 2016 v1.03, endpoint (E) no LT",ecosystem quality no LT,climate change: freshwater ecosystems no LT,species.yr,5.098246007091306E-14
a8595565-96dc-41e2-bf4e-91273b4697f2,"ReCiPe 2016 v1.03, endpoint (E) no LT",ecosystem quality no LT,climate change: terrestrial ecosystems no LT,species.yr,1.8678540792580375E-09
71c40524-afe5-4201-badc-2950836e8320,"ReCiPe 2016 v1.03, endpoint (E) no LT",ecosystem quality no LT,ecotoxicity: freshwater no LT,species.yr,1.7120637498513431E-13
0b3c979c-ed5d-4a3f-a472-f65d9b083b2d,"ReCiPe 2016 v1.03, endpoint (E) no LT",ecosystem quality no LT,ecotoxicity: marine no LT,species.yr,2.2070273634970648E-10
9a078003-c3c5-4255-82ff-8a882a1e7726,"ReCiPe 2016 v1.03, endpoint (E) no LT",ecosystem quality no LT,ecotoxicity: terrestrial no LT,species.yr,3.1264390242260203E-11
8d339272-15f0-4347-be13-a27ad5b1da23,"ReCiPe 2016 v1.03, endpoint (E) no LT",ecosystem quality no LT,eutrophication: freshwater no LT,species.yr,1.2119697977083658E-12
3e85bb92-af44-44a4-9f5a-439a6cfc0297,"ReCiPe 2016 v1.03, endpoint (E) no LT",ecosystem quality no LT,eutrophication: marine no LT,species.yr,1.2464569511143052E-15
a8931e79-ac53-4e13-acdb-a1301e0a1935,"ReCiPe 2016 v1.03, endpoint (E) no LT",ecosystem quality no LT,land use no LT,species.yr,1.516481126240169E-10
4bfbf280-4471-4e92-b29b-4af52ca42c78,"ReCiPe 2016 v1.03, endpoint (E) no LT",ecosystem quality no LT,photochemical oxidant formation: terrestrial ecosystems no LT,species.yr,2.875985623313469E-11
c10803b3-28fd-49b5-a2b8-0631610a8b96,"ReCiPe 2016 v1.03, endpoint (E) no LT",ecosystem quality no LT,water use: aquatic ecosystems no LT,species.yr,1.501803529874509E-16
d587aafb-0cfb-4c44-9db3-7391612af876,"ReCiPe 2016 v1.03, endpoint (E) no LT",ecosystem quality no LT,water use: terrestrial ecosystems no LT,species.yr,3.3566800750506412E-12
9b6377c3-0bd0-4b45-922c-a68a88f2af45,"ReCiPe 2016 v1.03, endpoint (E) no LT",human health no LT,climate change: human health no LT,DALYs,9.339544685865415E-07
48d7bec8-102f-49d8-b211-4b87f363ed3d,"ReCiPe 2016 v1.03, endpoint (E) no LT",human health no LT,human toxicity: carcinogenic no LT,DALYs,9.863405792102112E-08
d645515f-277e-4319-9f7a-23aa34ced432,"ReCiPe 2016 v1.03, endpoint (E) no LT",human health no LT,human toxicity: non-carcinogenic no LT,DALYs,3.594189472098053E-07
3b68ae31-f077-4ca4-b578-a17cee9b50b0,"ReCiPe 2016 v1.03, endpoint (E) no LT",human health no LT,ionising radiation no LT,DALYs,1.097644185959224E-11
492fba11-69da-4bd9-ae80-d2dc8b25c6a6,"ReCiPe 2016 v1.03, endpoint (E) no LT",human health no LT,ozone depletion no LT,DALYs,1.996068351470696E-09
622b8eec-e7ce-4417-abe3-988d97f5f816,"ReCiPe 2016 v1.03, endpoint (E) no LT",human health no LT,particulate matter formation no LT,DALYs,1.0239230663969227E-07
57c8f2e1-e2c4-479b-a4ff-22e8bfa79d87,"ReCiPe 2016 v1.03, endpoint (E) no LT",human health no LT,photochemical oxidant formation: human health no LT,DALYs,1.9528174102737173E-10
1e80527e-0adc-4ebd-bbef-30fcda0be7af,"ReCiPe 2016 v1.03, endpoint (E) no LT",human health no LT,water use: human health no LT,DALYs,5.519873901194387E-10
a89075ee-aef9-40a8-8e9b-51b2959e9275,"ReCiPe 2016 v1.03, endpoint (E) no LT",natural resources no LT,"energy resources: non-renewable, fossil no LT",USD 2013,0.0038791856983461
30784ffb-4dda-40f1-9b14-13b92c166916,"ReCiPe 2016 v1.03, endpoint (E) no LT",natural resources no LT,material resources: metals/minerals no LT,USD 2013,0.0007792898618147647
a99d2dee-5252-4602-bb01-d3a1c7a9ca58,"ReCiPe 2016 v1.03, endpoint (E) no LT",total: ecosystem quality no LT,ecosystem quality no LT,species.yr,2.462859556536378E-09
